label,query,mask,ambigous_word
geschweige10,"Viele stellen in Indien auch eine grundsätzliche Frage : Biowissenschaften , Nanotechnologie , gar Mondraketen – ist das wirklich das , was ein Land braucht , in dem hunderte Millionen Menschen hungern , kein fließendes Wasser , geschweige denn Strom haben ?",fließendes Wasser,geschweige
denn10,"Viele stellen in Indien auch eine grundsätzliche Frage : Biowissenschaften , Nanotechnologie , gar Mondraketen – ist das wirklich das , was ein Land braucht , in dem hunderte Millionen Menschen hungern , kein fließendes Wasser , geschweige denn Strom haben ?",fließendes Wasser,denn
geschweige10,"Viele stellen in Indien auch eine grundsätzliche Frage : Biowissenschaften , Nanotechnologie , gar Mondraketen – ist das wirklich das , was ein Land braucht , in dem hunderte Millionen Menschen hungern , kein fließendes Wasser , geschweige denn Strom haben ?",Strom,geschweige
denn10,"Viele stellen in Indien auch eine grundsätzliche Frage : Biowissenschaften , Nanotechnologie , gar Mondraketen – ist das wirklich das , was ein Land braucht , in dem hunderte Millionen Menschen hungern , kein fließendes Wasser , geschweige denn Strom haben ?",Strom,denn
geschweige10,"Viele stellen in Indien auch eine grundsätzliche Frage : Biowissenschaften , Nanotechnologie , gar Mondraketen – ist das wirklich das , was ein Land braucht , in dem hunderte Millionen Menschen hungern , kein fließendes Wasser , geschweige denn Strom haben ?",haben,geschweige
denn10,"Viele stellen in Indien auch eine grundsätzliche Frage : Biowissenschaften , Nanotechnologie , gar Mondraketen – ist das wirklich das , was ein Land braucht , in dem hunderte Millionen Menschen hungern , kein fließendes Wasser , geschweige denn Strom haben ?",haben,denn
geschweige10,"Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .",schwer,geschweige
denn10,"Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .",schwer,denn
geschweige10,"Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .",wie Finanzmarkthändler bei AIG überhaupt,geschweige
denn10,"Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .",wie Finanzmarkthändler bei AIG überhaupt,denn
geschweige10,"Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .",Sonderzahlungen,geschweige
denn10,"Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .",Sonderzahlungen,denn
geschweige10,"Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .",verdient haben könnten,geschweige
denn10,"Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .",verdient haben könnten,denn
geschweige10,"Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .",von 165 Millionen Dollar,geschweige
denn10,"Es sei schwer verständlich , wie Finanzmarkthändler bei AIG überhaupt Sonderzahlungen verdient haben könnten , geschweige denn von 165 Millionen Dollar .",von 165 Millionen Dollar,denn
geschweige10,"""""Ich kann mich kaum noch bücken , ich kann meine Laptoptasche nicht mehr tragen , geschweige denn meine Tochter .""""",ich kann,geschweige
denn10,"""""Ich kann mich kaum noch bücken , ich kann meine Laptoptasche nicht mehr tragen , geschweige denn meine Tochter .""""",ich kann,denn
geschweige10,"""""Ich kann mich kaum noch bücken , ich kann meine Laptoptasche nicht mehr tragen , geschweige denn meine Tochter .""""",meine Laptoptasche,geschweige
denn10,"""""Ich kann mich kaum noch bücken , ich kann meine Laptoptasche nicht mehr tragen , geschweige denn meine Tochter .""""",meine Laptoptasche,denn
geschweige10,"""""Ich kann mich kaum noch bücken , ich kann meine Laptoptasche nicht mehr tragen , geschweige denn meine Tochter .""""",nicht,geschweige
denn10,"""""Ich kann mich kaum noch bücken , ich kann meine Laptoptasche nicht mehr tragen , geschweige denn meine Tochter .""""",nicht,denn
geschweige10,"""""Ich kann mich kaum noch bücken , ich kann meine Laptoptasche nicht mehr tragen , geschweige denn meine Tochter .""""",mehr tragen,geschweige
denn10,"""""Ich kann mich kaum noch bücken , ich kann meine Laptoptasche nicht mehr tragen , geschweige denn meine Tochter .""""",mehr tragen,denn
geschweige10,"""""Ich kann mich kaum noch bücken , ich kann meine Laptoptasche nicht mehr tragen , geschweige denn meine Tochter .""""",meine Tochter,geschweige
denn10,"""""Ich kann mich kaum noch bücken , ich kann meine Laptoptasche nicht mehr tragen , geschweige denn meine Tochter .""""",meine Tochter,denn
geschweige10,"Solange zwischen den beiden Palästinenser-Gebilden latenter Bürgerkrieg herrscht , ist ein Zweistaaten-Model selbst in der Logik nicht auf der Agenda , geschweige denn in der Praxis .",ist ein Zweistaaten-Model,geschweige
denn10,"Solange zwischen den beiden Palästinenser-Gebilden latenter Bürgerkrieg herrscht , ist ein Zweistaaten-Model selbst in der Logik nicht auf der Agenda , geschweige denn in der Praxis .",ist ein Zweistaaten-Model,denn
geschweige10,"Solange zwischen den beiden Palästinenser-Gebilden latenter Bürgerkrieg herrscht , ist ein Zweistaaten-Model selbst in der Logik nicht auf der Agenda , geschweige denn in der Praxis .",selbst in der Logik,geschweige
denn10,"Solange zwischen den beiden Palästinenser-Gebilden latenter Bürgerkrieg herrscht , ist ein Zweistaaten-Model selbst in der Logik nicht auf der Agenda , geschweige denn in der Praxis .",selbst in der Logik,denn
geschweige10,"Solange zwischen den beiden Palästinenser-Gebilden latenter Bürgerkrieg herrscht , ist ein Zweistaaten-Model selbst in der Logik nicht auf der Agenda , geschweige denn in der Praxis .",nicht,geschweige
denn10,"Solange zwischen den beiden Palästinenser-Gebilden latenter Bürgerkrieg herrscht , ist ein Zweistaaten-Model selbst in der Logik nicht auf der Agenda , geschweige denn in der Praxis .",nicht,denn
geschweige10,"Solange zwischen den beiden Palästinenser-Gebilden latenter Bürgerkrieg herrscht , ist ein Zweistaaten-Model selbst in der Logik nicht auf der Agenda , geschweige denn in der Praxis .",auf der Agenda,geschweige
denn10,"Solange zwischen den beiden Palästinenser-Gebilden latenter Bürgerkrieg herrscht , ist ein Zweistaaten-Model selbst in der Logik nicht auf der Agenda , geschweige denn in der Praxis .",auf der Agenda,denn
geschweige10,"Solange zwischen den beiden Palästinenser-Gebilden latenter Bürgerkrieg herrscht , ist ein Zweistaaten-Model selbst in der Logik nicht auf der Agenda , geschweige denn in der Praxis .",in der Praxis,geschweige
denn10,"Solange zwischen den beiden Palästinenser-Gebilden latenter Bürgerkrieg herrscht , ist ein Zweistaaten-Model selbst in der Logik nicht auf der Agenda , geschweige denn in der Praxis .",in der Praxis,denn
geschweige10,"Reicher , geschweige denn glücklicher , wird ein Volk dadurch nicht – ebenso wenig , wie es durch die Heirat des Geistlichen ärmer wird .",Reicher,geschweige
denn10,"Reicher , geschweige denn glücklicher , wird ein Volk dadurch nicht – ebenso wenig , wie es durch die Heirat des Geistlichen ärmer wird .",Reicher,denn
geschweige10,"Reicher , geschweige denn glücklicher , wird ein Volk dadurch nicht – ebenso wenig , wie es durch die Heirat des Geistlichen ärmer wird .",glücklicher,geschweige
denn10,"Reicher , geschweige denn glücklicher , wird ein Volk dadurch nicht – ebenso wenig , wie es durch die Heirat des Geistlichen ärmer wird .",glücklicher,denn
geschweige10,"Reicher , geschweige denn glücklicher , wird ein Volk dadurch nicht – ebenso wenig , wie es durch die Heirat des Geistlichen ärmer wird .",wird ein Volk dadurch,geschweige
denn10,"Reicher , geschweige denn glücklicher , wird ein Volk dadurch nicht – ebenso wenig , wie es durch die Heirat des Geistlichen ärmer wird .",wird ein Volk dadurch,denn
geschweige10,"Reicher , geschweige denn glücklicher , wird ein Volk dadurch nicht – ebenso wenig , wie es durch die Heirat des Geistlichen ärmer wird .",nicht,geschweige
denn10,"Reicher , geschweige denn glücklicher , wird ein Volk dadurch nicht – ebenso wenig , wie es durch die Heirat des Geistlichen ärmer wird .",nicht,denn
geschweige10,"Noch aber hat keiner der Bundesstaaten eine solche Regelung eingeführt – geschweige denn , dass es ein entsprechendes Bundesgesetz gibt .",Noch aber hat,geschweige
denn10,"Noch aber hat keiner der Bundesstaaten eine solche Regelung eingeführt – geschweige denn , dass es ein entsprechendes Bundesgesetz gibt .",Noch aber hat,denn
geschweige10,"Noch aber hat keiner der Bundesstaaten eine solche Regelung eingeführt – geschweige denn , dass es ein entsprechendes Bundesgesetz gibt .",keiner,geschweige
denn10,"Noch aber hat keiner der Bundesstaaten eine solche Regelung eingeführt – geschweige denn , dass es ein entsprechendes Bundesgesetz gibt .",keiner,denn
geschweige10,"Noch aber hat keiner der Bundesstaaten eine solche Regelung eingeführt – geschweige denn , dass es ein entsprechendes Bundesgesetz gibt .",der Bundesstaaten eine solche Regelung eingeführt,geschweige
denn10,"Noch aber hat keiner der Bundesstaaten eine solche Regelung eingeführt – geschweige denn , dass es ein entsprechendes Bundesgesetz gibt .",der Bundesstaaten eine solche Regelung eingeführt,denn
geschweige10,"Noch aber hat keiner der Bundesstaaten eine solche Regelung eingeführt – geschweige denn , dass es ein entsprechendes Bundesgesetz gibt .",dass es ein entsprechendes Bundesgesetz gibt,geschweige
denn10,"Noch aber hat keiner der Bundesstaaten eine solche Regelung eingeführt – geschweige denn , dass es ein entsprechendes Bundesgesetz gibt .",dass es ein entsprechendes Bundesgesetz gibt,denn
geschweige10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",aber,geschweige
denn10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",aber,denn
geschweige10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",eine gegenseitige Stimulation der beiden Erzählebenen,geschweige
denn10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",eine gegenseitige Stimulation der beiden Erzählebenen,denn
geschweige10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",ein Zopf,geschweige
denn10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",ein Zopf,denn
geschweige10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",wird,geschweige
denn10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",wird,denn
geschweige10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",nicht,geschweige
denn10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",nicht,denn
geschweige10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",daraus,geschweige
denn10,"Gewiss , Jimmy bildet sich ein , dass sich die drei Entkommenen einmal im Jahr bei seinem Nachbarn treffen , und kurz lässt Tony sich von der Marotte seines Onkels anstecken , aber eine gegenseitige Stimulation der beiden Erzählebenen , geschweige denn ein Zopf , wird nicht daraus .",daraus,denn
Geschweige10,Geschweige denn die monatlichen Ausgaben .,die monatlichen Ausgaben,Geschweige
denn10,Geschweige denn die monatlichen Ausgaben .,die monatlichen Ausgaben,denn
